Year,Contestant,Original script,Rank,Award
2012,Omar Abdelaty,-,,Participant
2012,Mohamed Selim Eissa,-,,Participant
2012,Ahmed Salah Ahmed,-,,Participant
2012,Mohamed Salah,-,,Participant
2011,Ahmed Sami Abdel,-,,Participant
2011,Mohamed Khalid Abou El Enein,-,,Participant
2011,Mohamed Ibrahim Moawd,-,,Participant
2011,Sameh Abdel Fatah Abdel Ghani,-,,Participant
2006,Mohamed Abd el-ghany El-Massry,-,,Participant
2006,Mahmoud Ibrahim El-Desouky,-,,Participant
2006,Mohamed Hassan Abou El-Kheir,-,,Participant
2006,Anas Ahmed Seif El-Islam Fayed,-,,Participant
2005,Eslam Mohamed Soliman Khalaf,-,,Participant
2005,Mohamed Ragab Abd Elmohsen Abd Elhafez,-,,Participant
2005,Mohamed Ahmed Abdel Fattah Abou Hamara,-,,Participant
2005,Ahmed Rezq Mohammedy Mohammed,-,,Participant
2004,Mohamed Abdel Hafez,-,,Participant
2004,Karim Elsharkawi,-,,Participant
2004,Ahmed Gharib,-,,Participant
2004,Mohamed Abou Hamra,-,,Participant
2003,A.M.R.A. Zaghw,-,,Participant
2003,M.M.M. Ismail,-,,Participant
2003,A.M.A. Mohamed,-,,Participant
2003,M.S.M. Deryas,-,231,Honorable mention
2002,M. Abd-Elmalck,-,,Participant
2002,A. Yehya,-,,Participant
2002,N. Zahran,-,,Participant
2002,A. Soubih,-,,Participant
