Year,Contestant,Original script,Rank,Award
2021,Uladzislau Hlatankou,Владислав Глатанков,37,Silver medal
2021,Angelina Rogatch,Ангелина Рогач,131,Bronze medal
2021,Alina Tumashyk,Алина Тумашик,133,Bronze medal
2021,Kiryl Maroz,Кирилл Мороз,193,Bronze medal
2019,Maksim Sysoenkov,Максім Сысоенкаў; Максим Романович Сысоенков,43,Silver medal
2019,Yauheni Malich,Яўген Маліч; Евгений Сергеевич Малич,49,Silver medal
2019,Aleh Karatkou,Алег Караткоў; Олег Сергеевич Коротков,116,Bronze medal
2019,Ivan Mamchyts,Іван Мамчыц; Иван Владимирович Мамчиц,192,Bronze medal
2018,Palina Bulauskaya,Паліна Булаўская; Полина Булавская,95,Silver medal
2018,Dzianis Novash,Дзяніс Новаш; Денис Новаш,105,Bronze medal
2018,Aliaksei Harakhouski,Аляксей Гарахоўскі; Алексей Гороховский,149,Bronze medal
2018,Aleh Karatkou,Алег Караткоў; Олег Коротков,162,Bronze medal
2017,Palina Bulauskaya,Паліна Булаўская; Полина Булавская,60,Silver medal
2017,Aliaksei Harakhouski,Аляксей Гарахоўскі; Алексей Гороховский,86,Silver medal
2017,Aliaksei Kharlap,Аляксей Харлап; Алексей Харлап,90,Silver medal
2017,Raman Mazur,Раман Мазур; Роман Мазур,108,Bronze medal
2016,Kanstantsin Anisovich,Канстанцін Анісовіч,13,Gold medal
2016,Roman Larkovich,Раман Ларковіч,59,Silver medal
2016,Hryhory Sinenka,Рыгор Сіненка,77,Silver medal
2016,Miraslav Makarevich,Міраслаў Макарэвіч,82,Silver medal
2015,Katsiaryna Rahoizha,Кацярына Рагойжа,40,Silver medal
2015,Andrei Kuliashou,Андрэй Куляшоў,46,Silver medal
2015,Roman Larkovich,Раман Ларковіч,97,Silver medal
2015,Dzmitry Babrou,Дзмітрый Баброў,102,Bronze medal
2014,Aliaksandra Radchanka,Аляксандра Радчанка,42,Silver medal
2014,Andrei Loika,Андрэй Лойка,43,Silver medal
2014,Andrei Shved,Андрэй Швед,68,Silver medal
2014,Andrei Siamionau,Андрэй Сямёнаў,99,Bronze medal
2013,Sergei Kuzovchikov,Сяргей Кузоўчыкаў,9,Gold medal
