Year,Name,Surname,Problem1,Problem2,Problem3,Problem4,Problem5,Problem6,Total,Rank,Award
1993,Esen,Özaydın,0,0,2,0,3,0,5,284,
1993,Halil,Fikretler,0,0,1,1,1,1,4,311,
1993,Yılhan,Seçkiner,0,0,0,0,3,0,3,339,
1993,Mehmet,Arıkbuka,0,1,0,0,1,0,2,360,
1993,Esra,Kadıoğlu,0,0,1,0,1,0,2,360,
1993,Gülen,Saner,0,0,0,0,1,0,1,390,
